"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Coldplay","Aleena","F","3","Kirby","307.51302","paid","Waterloo-Cedar Falls, IA","448","Clocks","44"
"Bon Jovi","Aleena","F","4","Kirby","228.75383","paid","Waterloo-Cedar Falls, IA","448","Have A Nice Day","44"
"P.O.D.","Aleena","F","5","Kirby","203.7024","paid","Waterloo-Cedar Falls, IA","448","Alive (2006 Remastered Album Version)","44"
"Bloc Party","Aleena","F","6","Kirby","222.04036","paid","Waterloo-Cedar Falls, IA","448","Plans (Replanned by Mogwai)","44"
"Los Prisioneros","Aleena","F","7","Kirby","211.12118","paid","Waterloo-Cedar Falls, IA","448","Pa Pa Pa","44"
"Octopus Project","Aleena","F","8","Kirby","175.25506","paid","Waterloo-Cedar Falls, IA","448","Lots More Stairs","44"
"Roudoudou","Aleena","F","9","Kirby","18.41587","paid","Waterloo-Cedar Falls, IA","448","Ecoute Ce Scratch","44"
"Africando","Aleena","F","10","Kirby","253.54404","paid","Waterloo-Cedar Falls, IA","448","Tierra Tradicional","44"
"RUN-DMC Featuring Method Man_ Kenny Cash_ Mike Ransom_ and Jamel Simmons","Aleena","F","11","Kirby","266.52689","paid","Waterloo-Cedar Falls, IA","448","Simmons Incorporated","44"
"Graham Coxon","Colm","M","1","Santana","197.14567","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","I'm Goin' Away","67"
"Queens Of The Stone Age","Aleena","F","12","Kirby","231.02649","paid","Waterloo-Cedar Falls, IA","448","In The Fade","44"
"Dance Gavin Dance","Colm","M","2","Santana","193.30567","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Strawberry AndrÃÂ© (Album Version)","67"
"Passion Pit","Aleena","F","13","Kirby","243.69587","paid","Waterloo-Cedar Falls, IA","448","Eyes As Candles","44"
"Black Eyed Peas","Colm","M","4","Santana","229.61587","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Let's Get It Started","67"
"Plastic Bertrand","Colm","M","5","Santana","180.00934","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Ca plane pour moi","67"
"Cream","Colm","M","6","Santana","166.5824","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Strange Brew","67"
"Coldplay","Colm","M","7","Santana","284.39465","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","A Message","67"
"Cute Is What We Aim For","Colm","M","8","Santana","172.22485","free","Nashville-Davidson--Murfreesboro--Franklin, TN","414","Sweat the Battle Before the Battle Sweats You (Album Version)","67"
"Metallica","Connar","M","0","Moreno","256.9922","free","Houston-The Woodlands-Sugar Land, TX","218","Of Wolf And Man","62"
"The Kills","Connar","M","1","Moreno","217.70404","free","Houston-The Woodlands-Sugar Land, TX","218","Tape Song","62"
"Foo Fighters","Connar","M","2","Moreno","271.38567","free","Houston-The Woodlands-Sugar Land, TX","218","The Pretender","62"
"Plaid","Connar","M","3","Moreno","260.96281","free","Houston-The Woodlands-Sugar Land, TX","218","Eyen [Chosen by fans on Warp20.net]","62"
"The Van Pelt","Theodore","M","1","Harris","208.71791","free","Red Bluff, CA","462","It's New To Me","14"
"44","Ryan","M","1","Smith","224.57424","free","San Jose-Sunnyvale-Santa Clara, CA","472","Make You Smile","26"
"Chris Brown","Rylan","M","1","George","275.1473","free","Birmingham-Hoover, AL","446","I May Never Find","16"
"KT Tunstall","Ryan","M","2","Smith","170.47465","free","San Jose-Sunnyvale-Santa Clara, CA","472","Black Horse And The Cherry Tree (Radio Version)","26"
"Cascada","Rylan","M","2","George","184.39791","free","Birmingham-Hoover, AL","446","Kids In America","16"
"Incubus","Ryan","M","3","Smith","293.38077","free","San Jose-Sunnyvale-Santa Clara, CA","472","Black Heart Inertia","26"
"Miike Snow","Tegan","F","1","Levine","220.83873","paid","Portland-South Portland, ME","435","Black & Blue","80"
"Cartola","Tegan","F","2","Levine","208.92689","paid","Portland-South Portland, ME","435","Sala De RecepÃÂ§ÃÂ£o","80"
"Kill The Client","Tegan","F","3","Levine","70.68689","paid","Portland-South Portland, ME","435","Commander In Thief","80"
"Wolfmother","Tegan","F","5","Levine","175.82975","paid","Portland-South Portland, ME","435","Woman","80"
"Old Crow Medicine Show","Tegan","F","6","Levine","231.73179","paid","Portland-South Portland, ME","435","Wagon Wheel","80"
"Architecture In Helsinki","Tegan","F","7","Levine","173.73995","paid","Portland-South Portland, ME","435","Debbie","80"
"Charlie Louvin","Tegan","F","8","Levine","170.86649","paid","Portland-South Portland, ME","435","I Think I'll Live","80"
"Miguel Morales","Tegan","F","9","Levine","270.78485","paid","Portland-South Portland, ME","435","La Derrota de Un Don Juan","80"
"Dominique A","Tegan","F","10","Levine","153.20771","paid","Portland-South Portland, ME","435","Le Courage Des Oiseaux","80"
"Cock Sparrer","Tegan","F","11","Levine","203.25832","paid","Portland-South Portland, ME","435","Run With The Blind","80"
"Jimmy Wakely","Tegan","F","12","Levine","165.74649","paid","Portland-South Portland, ME","435","I Love You So Much It Hurts","80"
"Peter Doherty","Tegan","F","13","Levine","217.02485","paid","Portland-South Portland, ME","435","A Little Death Around the Eyes","80"
"Katy Perry","Tegan","F","14","Levine","246.41261","paid","Portland-South Portland, ME","435","Thinking Of You","80"
"Sidewalk Prophets","Molly","F","0","Taylor","260.62322","free","St. Louis, MO-IL","464","You Love Me Anyway (Album)","35"
"Rise Against","Molly","F","1","Taylor","221.17832","free","St. Louis, MO-IL","464","Torches","35"
"K'Naan","Molly","F","2","Taylor","220.49914","free","St. Louis, MO-IL","464","Wavin'  Flag","35"
"Patrick Jumpen","Ryan","M","0","Smith","208.87465","free","San Jose-Sunnyvale-Santa Clara, CA","480","Holiday","26"
"Alicia Keys","Ryan","M","1","Smith","216.47628","free","San Jose-Sunnyvale-Santa Clara, CA","480","Empire State Of Mind (Part II) Broken Down","26"
"The Grass Roots","Sara","F","72","Johnson","166.71302","paid","Winston-Salem, NC","411","Let's Live For Today","95"
"Stars","Sara","F","73","Johnson","298.94485","paid","Winston-Salem, NC","411","Time Can Never Kill The True Heart","95"
"Eddie Palmieri","Sara","F","74","Johnson","391.83628","paid","Winston-Salem, NC","411","Nada De Ti","95"
"The Bravery","Sara","F","75","Johnson","168.14975","paid","Winston-Salem, NC","411","Give In","95"
"K.U.K.L","Sara","F","76","Johnson","181.28934","paid","Winston-Salem, NC","411","Anna","95"
"The Fray","Sara","F","77","Johnson","209.97179","paid","Winston-Salem, NC","411","Syndicate","95"
"Chuck Berry","Sara","F","78","Johnson","147.06893","paid","Winston-Salem, NC","411","Roll Over Beethoven","95"
"Dimmu Borgir","Sara","F","79","Johnson","468.47955","paid","Winston-Salem, NC","411","Kings Of The Carnival Creation","95"
"Jimmy Nail","Sara","F","80","Johnson","245.65506","paid","Winston-Salem, NC","411","Ain't No Doubt","95"
"Weezer","Sara","F","81","Johnson","189.43955","paid","Winston-Salem, NC","411","Pork And Beans","95"
"Madcon","Wyatt","M","1","Scott","215.92771","free","Eureka-Arcata-Fortuna, CA","551","Beggin'","9"
"Joe Williams / Count Basie","Sara","F","82","Johnson","184.94649","paid","Winston-Salem, NC","411","Teach Me Tonight","95"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Sara","F","83","Johnson","375.19628","paid","Winston-Salem, NC","411","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","95"
"Modwheelmood","Sara","F","84","Johnson","209.71057","paid","Winston-Salem, NC","411","Sunday Morning","95"
"John Mayer","Tegan","F","0","Levine","201.16853","paid","Portland-South Portland, ME","548","Waiting On The World To Change","80"
"Ten Years After","Tegan","F","1","Levine","122.3571","paid","Portland-South Portland, ME","548","Two Time Mama (2004 Digital Remaster)","80"
"Mudcrutch","Tegan","F","2","Levine","208.03873","paid","Portland-South Portland, ME","548","Six Days On The Road (Album Version)","80"
"Alaska Y Dinarama","Tegan","F","3","Levine","180.37506","paid","Portland-South Portland, ME","548","Ni TÃÂº Ni Nadie (VersiÃÂ³n Demo)","80"
"Kicking K8","Tegan","F","4","Levine","176.48281","paid","Portland-South Portland, ME","548","Liar","80"
"Badly Drawn Boy","Tegan","F","5","Levine","318.51057","paid","Portland-South Portland, ME","548","The Shining","80"
"Disturbed","Tegan","F","7","Levine","247.09179","paid","Portland-South Portland, ME","548","Pain Redefined (Album Version)","80"
"Phoenix","Tegan","F","8","Levine","278.80444","paid","Portland-South Portland, ME","548","Armistice","80"
"Margaret Becker","Tegan","F","9","Levine","251.84608","paid","Portland-South Portland, ME","548","The Hunger Stays","80"
"Lady GaGa","Tegan","F","10","Levine","220.65587","paid","Portland-South Portland, ME","548","Teeth","80"
"Corinne Bailey Rae","Tegan","F","11","Levine","206.18404","paid","Portland-South Portland, ME","548","Trouble Sleeping","80"
"Royksopp","Tegan","F","12","Levine","303.62077","paid","Portland-South Portland, ME","548","Miss It So Much","80"
"Apocalyptica","Tegan","F","13","Levine","221.07383","paid","Portland-South Portland, ME","548","Enter Sandman","80"
"Usher featuring will.i.am","Tegan","F","14","Levine","395.72853","paid","Portland-South Portland, ME","548","OMG","80"
"The Killers","Alivia","F","1","Terrell","246.80444","free","Parkersburg-Vienna, WV","3","Read My Mind","4"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Tegan","F","15","Levine","277.15873","paid","Portland-South Portland, ME","548","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","80"
"Interpol","Tegan","F","16","Levine","487.67955","paid","Portland-South Portland, ME","548","Public Pervert","80"
"Clay Walker","Tegan","F","17","Levine","167.99302","paid","Portland-South Portland, ME","548","What's It To You (Album Version)","80"
"DMX","Tegan","F","18","Levine","259.65669","paid","Portland-South Portland, ME","548","One More Road To Cross","80"
"Dakota Oak","Tegan","F","19","Levine","45.63546","paid","Portland-South Portland, ME","548","Baker's Blue Jay Yarn","80"
"Coldplay","Tegan","F","20","Levine","268.30322","paid","Portland-South Portland, ME","548","Yellow","80"
"Deadmau5","Tegan","F","21","Levine","521.19465","paid","Portland-South Portland, ME","548","Faxing Berlin","80"
"Shaggy / Ricardo Ducent","Tegan","F","22","Levine","226.76853","paid","Portland-South Portland, ME","548","It Wasn't Me","80"
"R.E.M.","Tegan","F","23","Levine","202.4224","paid","Portland-South Portland, ME","548","Talk About The Passion","80"
"Michelle Shocked","Tegan","F","24","Levine","217.83465","paid","Portland-South Portland, ME","548","Quality Of Mercy","80"
"Cradle Of Filth","Tegan","F","25","Levine","371.66975","paid","Portland-South Portland, ME","548","Better To Reign In Hell","80"
"Bond","Tegan","F","26","Levine","210.9122","paid","Portland-South Portland, ME","548","Scorchio","80"
"Vieja Trova Santiaguera","Tegan","F","27","Levine","222.58893","paid","Portland-South Portland, ME","548","Cuida Eso","80"
"Jonas Brothers","Tegan","F","28","Levine","153.46893","paid","Portland-South Portland, ME","548","S.O.S.","80"
"KC And The Sunshine Band","Sylvie","F","1","Cruz","301.03465","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","484","Get Down Tonight (Miami Mix)","10"
"Alejandro Sanz","Tegan","F","29","Levine","277.44608","paid","Portland-South Portland, ME","548","Te lo agradezco_ pero no","80"
"Bleeding Through","Tegan","F","30","Levine","171.67628","paid","Portland-South Portland, ME","548","The Truth (Sick Of It All Cover Version)","80"
"Eminem","Sylvie","F","2","Cruz","323.49995","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","484","Criminal","10"
"MoZella","Tegan","F","31","Levine","203.41506","paid","Portland-South Portland, ME","548","You Wanted It (Album Version)","80"
"Laurel & Hardy","Sylvie","F","3","Cruz","123.71546","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","484","At the Ball_ That's All","10"
"Jack's Mannequin","Tegan","F","33","Levine","194.89914","paid","Portland-South Portland, ME","548","The Mixed Tape (Album Version)","80"
"Percubaba","Sylvie","F","4","Cruz","124.78649","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","484","Intro","10"
"Eagles","Tegan","F","34","Levine","241.78893","paid","Portland-South Portland, ME","548","Take The Devil (LP Version)","80"
"Rilo Kiley","Sylvie","F","5","Cruz","322.42893","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","484","A Man/Me/Then Jim (Album Version)","10"
"Rise Against","Tegan","F","35","Levine","245.96853","paid","Portland-South Portland, ME","548","Audience Of One","80"
"Watain","Sylvie","F","6","Cruz","303.25506","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","484","Sworn To The Dark","10"
"Nickel Creek","Tegan","F","36","Levine","187.55873","paid","Portland-South Portland, ME","548","Scotch & Chocolate","80"
"Ricardo Arjona","Sylvie","F","7","Cruz","210.25914","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","484","Como Duele (Album)","10"
"Sherwood","Tegan","F","37","Levine","122.77506","paid","Portland-South Portland, ME","548","The last to know","80"
"Gordon Lightfoot","Tegan","F","40","Levine","172.61669","paid","Portland-South Portland, ME","548","Steel Rail Blues","80"
"The Temper Trap","Tegan","F","41","Levine","192.67873","paid","Portland-South Portland, ME","548","Fader","80"
"Moby","Tegan","F","42","Levine","228.25751","paid","Portland-South Portland, ME","548","South Side","80"
"Toby Keith","Tegan","F","43","Levine","207.46404","paid","Portland-South Portland, ME","548","How Do You Like Me Now?!","80"
"Joe Vasconcellos","Tegan","F","44","Levine","255.92118","paid","Portland-South Portland, ME","548","Me Demoro (vivo)","80"
"Mike Jones","Tegan","F","45","Levine","222.58893","paid","Portland-South Portland, ME","548","Next To You   (Explicit Album Version)","80"
"MercyME","Tegan","F","46","Levine","257.51465","paid","Portland-South Portland, ME","548","In You","80"
"Disturbed","Chloe","F","0","Cuevas","223.45098","free","San Francisco-Oakland-Hayward, CA","553","Just Stop (Album Version)","49"
"Armand Van Helden & A-TRAK Present Duck Sauce","Tegan","F","47","Levine","325.0673","paid","Portland-South Portland, ME","548","aNYway","80"
"Jack Johnson","Lily","F","6","Cooper","185.99138","free","Columbia, SC","58","Crying Shame","59"
"Alliance Ethnik","Chloe","F","1","Cuevas","265.76934","free","San Francisco-Oakland-Hayward, CA","553","Creil City","49"
"blessthefall","Lily","F","7","Cooper","166.45179","free","Columbia, SC","58","Higinia (Album Version)","59"
"The Spades","Tegan","F","48","Levine","84.84526","paid","Portland-South Portland, ME","548","Gotta Get Some","80"
"Subhumans","Tegan","F","49","Levine","209.37098","paid","Portland-South Portland, ME","548","Rain","80"
"Killswitch Engage","Tegan","F","50","Levine","257.20118","paid","Portland-South Portland, ME","548","This Is Goodbye (Album Version)","80"
"Wishbone Ash","Tegan","F","51","Levine","221.54404","paid","Portland-South Portland, ME","548","Persephone","80"
"Cartola","Tegan","F","52","Levine","127.242","paid","Portland-South Portland, ME","548","Tive Sim","80"
"Joa~o Gilberto","Tegan","F","53","Levine","98.14159","paid","Portland-South Portland, ME","548","Samba De Una Nota SoÃÂ´","80"
"Blufeld","Tegan","F","54","Levine","396.93016","paid","Portland-South Portland, ME","548","On A Deeper Level","80"
"Carpenters","Tegan","F","55","Levine","276.06159","paid","Portland-South Portland, ME","548","(They Long To Be) Close To You","80"
"Komeda","Tegan","F","56","Levine","261.72036","paid","Portland-South Portland, ME","548","Brother","80"
"Bond","Rylan","M","0","George","181.68118","free","Birmingham-Hoover, AL","479","Fuego","16"
"The Hooters","Tegan","F","57","Levine","240.43057","paid","Portland-South Portland, ME","548","Johnny B.","80"
"BeyoncÃÂ©","Ryan","M","0","Smith","261.74649","free","San Jose-Sunnyvale-Santa Clara, CA","529","Halo","26"
"Dido","Rylan","M","4","George","217.83465","paid","Birmingham-Hoover, AL","479","Thank You","16"
"John Michael Montgomery","Rylan","M","5","George","217.0771","paid","Birmingham-Hoover, AL","479","Beer And Bones","16"
"Sarah Connor / Naturally 7","Rylan","M","6","George","277.10649","paid","Birmingham-Hoover, AL","479","Music Is The Key","16"
"Macaco","Rylan","M","7","George","202.4224","paid","Birmingham-Hoover, AL","479","Con La Mano LevantÃÂ¡","16"
"Franz Ferdinand","Rylan","M","8","George","254.69342","paid","Birmingham-Hoover, AL","479","This Fire","16"
"Green Day","Tegan","F","59","Levine","185.12934","paid","Portland-South Portland, ME","548","American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version)","80"
"OneRepublic","Rylan","M","9","George","218.95791","paid","Birmingham-Hoover, AL","479","Everybody Loves Me","16"
"Aqua","Tegan","F","60","Levine","201.92608","paid","Portland-South Portland, ME","548","Doctor Jones","80"
"Craig Chaquico","Rylan","M","10","George","279.64036","paid","Birmingham-Hoover, AL","479","Kyle's World","16"
"Joshua Radin","Tegan","F","61","Levine","169.32526","paid","Portland-South Portland, ME","548","I'd Rather Be With You","80"
"Memphis Jug Band","Rylan","M","11","George","150.80444","paid","Birmingham-Hoover, AL","479","K.C. Moan","16"
"Underoath","Tegan","F","62","Levine","268.042","paid","Portland-South Portland, ME","548","A Boy Brushed Red Living In Black And White","80"
"Roses Are Red","Rylan","M","12","George","258.82077","paid","Birmingham-Hoover, AL","479","Time Signals Progress","16"
"Jay-Z","Tegan","F","63","Levine","212.27057","paid","Portland-South Portland, ME","548","D'Evils","80"
"Marilyn Manson","Rylan","M","13","George","218.8273","paid","Birmingham-Hoover, AL","479","The Beautiful People","16"
"Taylor Swift","Tegan","F","64","Levine","232.09751","paid","Portland-South Portland, ME","548","Tim McGraw","80"
"Erasure","Rylan","M","14","George","584.25424","paid","Birmingham-Hoover, AL","479","Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix)","16"
"Casiotone For The Painfully Alone","Tegan","F","65","Levine","210.12853","paid","Portland-South Portland, ME","548","Hot Boyz (w/ Dear Nora)","80"
"The Corrs","Tegan","F","66","Levine","205.94893","paid","Portland-South Portland, ME","548","Breathless","80"
"Black Stone Cherry","Tegan","F","67","Levine","261.79873","paid","Portland-South Portland, ME","548","Big City Lights (Album Version)","80"
"The Kooks","Rylan","M","15","George","203.96363","paid","Birmingham-Hoover, AL","479","Naive","16"
"Band Of Horses","Rylan","M","16","George","203.25832","paid","Birmingham-Hoover, AL","479","Marry Song (Album)","16"
"BeyoncÃÂ©","Tegan","F","68","Levine","163.70893","paid","Portland-South Portland, ME","548","Gift From Virgo","80"
"Metric","Tegan","F","69","Levine","245.52444","paid","Portland-South Portland, ME","548","Gold Guns Girls","80"
"Miley Cyrus","Rylan","M","17","George","180.84526","paid","Birmingham-Hoover, AL","479","Hoedown Throwdown","16"
"Stars","Rylan","M","19","George","225.82812","paid","Birmingham-Hoover, AL","479","Violent","16"
"K'Naan","Tegan","F","70","Levine","220.49914","paid","Portland-South Portland, ME","548","Wavin'  Flag","80"
"The Corrs","Rylan","M","20","George","238.44526","paid","Birmingham-Hoover, AL","479","When The Stars Go Blue (Featuring Bono) (Disclab Remix)","16"
"Binary Star","Tegan","F","71","Levine","362.84036","paid","Portland-South Portland, ME","548","Evolution Of Man","80"
"Florence + The Machine","Rylan","M","21","George","219.66322","paid","Birmingham-Hoover, AL","479","Dog Days Are Over (Radio Edit)","16"
"Reverend And The Makers","Tegan","F","72","Levine","209.81506","paid","Portland-South Portland, ME","548","Heavyweight Champion Of The World","80"
"Les Humphries Singers","Rylan","M","22","George","222.79791","paid","Birmingham-Hoover, AL","479","Mama Loo","16"
"John Waite","Tegan","F","73","Levine","269.76608","paid","Portland-South Portland, ME","548","Missing You","80"
"CKY","Rylan","M","23","George","240.27383","paid","Birmingham-Hoover, AL","479","Familiar Realm","16"
"R.I.O.","Tegan","F","74","Levine","217.12934","paid","Portland-South Portland, ME","548","When The Sun Comes Down","80"
"BeyoncÃÂ©","Rylan","M","24","George","261.74649","paid","Birmingham-Hoover, AL","479","Halo","16"
"Calle 13","Tegan","F","75","Levine","196.98893","paid","Portland-South Portland, ME","548","Electro Movimiento","80"
"Chris Bathgate","Rylan","M","25","George","324.98893","paid","Birmingham-Hoover, AL","479","Coda","16"
"Discovery","Tegan","F","76","Levine","192.522","paid","Portland-South Portland, ME","548","So Insane","80"
"Griffin House","Tegan","F","77","Levine","226.42893","paid","Portland-South Portland, ME","548","Better Than Love","80"
"Beastie Boys","Rylan","M","26","George","172.22485","paid","Birmingham-Hoover, AL","479","The Maestro","16"
"Raphael Saadiq featuring Stevie Wonder and CJ","Ann","F","1","Banks","252.94322","free","Salt Lake City, UT","421","Never Give You Up","99"
"Dead Meadow","Rylan","M","27","George","181.41995","paid","Birmingham-Hoover, AL","479","Keep On Walking","16"
"59 Times the Pain","Tegan","F","78","Levine","144.95302","paid","Portland-South Portland, ME","548","Found Home","80"
"Third World","Tegan","F","79","Levine","268.79955","paid","Portland-South Portland, ME","548","1865 (96ÃÂº In The Shade)","80"
"Nine Inch Nails","Emily","F","1","Benson","293.69424","paid","Augusta-Richmond County, GA-SC","522","Dead Souls (LP Version)","58"
"Bon Jovi","Rylan","M","28","George","250.69669","paid","Birmingham-Hoover, AL","479","Livin' On A Prayer","16"
"Kid Cudi / MGMT / Ratatat","Rylan","M","29","George","295.67955","paid","Birmingham-Hoover, AL","479","Pursuit Of Happiness (nightmare)","16"
"Maria BethÃÂ¢nia","Tegan","F","80","Levine","212.34893","paid","Portland-South Portland, ME","548","Onde Estara O Meu Amor","80"
"David Cook","Emily","F","2","Benson","248.00608","paid","Augusta-Richmond County, GA-SC","522","Come Back to Me","58"
"Green Day","Tegan","F","81","Levine","185.12934","paid","Portland-South Portland, ME","548","American Idiot [feat. Green Day & The Cast Of American Idiot] (Album Version)","80"
"Feist","Emily","F","3","Benson","183.58812","paid","Augusta-Richmond County, GA-SC","522","1234","58"
"The Cat Empire","Rylan","M","30","George","200.35873","paid","Birmingham-Hoover, AL","479","The Lost Song","16"
"Angels and Airwaves","Chloe","F","0","Cuevas","302.05342","free","San Francisco-Oakland-Hayward, CA","568","The Gift","49"
"Brisa RochÃÂ©","Emily","F","4","Benson","48.19546","paid","Augusta-Richmond County, GA-SC","522","Intermission 1","58"
"Saving Abel","Rylan","M","31","George","258.42893","paid","Birmingham-Hoover, AL","479","Sailed Away","16"
"Mystery Jets","Emily","F","5","Benson","245.02812","paid","Augusta-Richmond County, GA-SC","522","Hand Me Down","58"
"Eminem","Rylan","M","32","George","284.18567","paid","Birmingham-Hoover, AL","479","The Real Slim Shady","16"
"Anna Ternheim","Emily","F","6","Benson","166.86975","paid","Augusta-Richmond County, GA-SC","522","To Be Gone","58"
"Color Me Badd","Emily","F","7","Benson","259.63057","paid","Augusta-Richmond County, GA-SC","522","Close To Heaven (Album Version)","58"
"Jimmy Eat World","Rylan","M","33","George","166.00771","paid","Birmingham-Hoover, AL","479","The Middle","16"
"Reel Big Fish","Emily","F","8","Benson","289.61914","paid","Augusta-Richmond County, GA-SC","522","We Care","58"
"The Upsetters","Rylan","M","34","George","231.44444","paid","Birmingham-Hoover, AL","479","Dub So","16"
"Insane Clown Posse","Rylan","M","35","George","262.89587","paid","Birmingham-Hoover, AL","479","Piggy Pie (Old School)","16"
"The Strokes","Emily","F","9","Benson","218.56608","paid","Augusta-Richmond County, GA-SC","522","Reptilia","58"
"Yazoo","Rylan","M","36","George","269.16526","paid","Birmingham-Hoover, AL","479","Good Times","16"
"Thrice","Emily","F","10","Benson","291.76118","paid","Augusta-Richmond County, GA-SC","522","Of Dust And Nations","58"
"Jacky Terrasson","Chloe","F","5","Cuevas","342.7522","paid","San Francisco-Oakland-Hayward, CA","568","Le Jardin d'Hiver","49"
"Armin van Buuren","Rylan","M","37","George","452.23138","paid","Birmingham-Hoover, AL","479","Never Say Never","16"
"Relient K","Emily","F","11","Benson","138.81424","paid","Augusta-Richmond County, GA-SC","522","Silent Night/Away In A Manger (Album Version)","58"
"Nick Cave & The Bad Seeds","Emily","F","12","Benson","265.27302","paid","Augusta-Richmond County, GA-SC","522","Spell","58"
"Akcent","Chloe","F","6","Cuevas","235.44118","paid","San Francisco-Oakland-Hayward, CA","568","9 Mai","49"
"Riverboat Gamblers","Emily","F","13","Benson","122.04363","paid","Augusta-Richmond County, GA-SC","522","Hey! Hey! Hey!","58"
"Ikonika","Rylan","M","38","George","157.25669","paid","Birmingham-Hoover, AL","479","Continue?","16"
"The Tallest Man On Earth","Emily","F","14","Benson","175.43791","paid","Augusta-Richmond County, GA-SC","522","Thousand Ways","58"
"Drowning Pool","Chloe","F","7","Cuevas","201.63873","paid","San Francisco-Oakland-Hayward, CA","568","Bodies","49"
"Justin Timberlake","Rylan","M","40","George","313.0771","paid","Birmingham-Hoover, AL","479","What Goes Around...Comes Around","16"
"The Pussycat Dolls","Emily","F","15","Benson","221.3873","paid","Augusta-Richmond County, GA-SC","522","Magic","58"
"KC And The Sunshine Band","Chloe","F","8","Cuevas","262.1122","paid","San Francisco-Oakland-Hayward, CA","568","It's The Same Old Song","49"
"Gary Allan","Rylan","M","41","George","237.53098","paid","Birmingham-Hoover, AL","479","Today","16"
"Rebelution","Emily","F","16","Benson","244.55791","paid","Augusta-Richmond County, GA-SC","522","Suffering","58"
"Jaci Velasquez","Chloe","F","9","Cuevas","200.95955","paid","San Francisco-Oakland-Hayward, CA","568","Something (Album Version)","49"
"Nate Dogg feat.  Warren G","Rylan","M","42","George","271.59465","paid","Birmingham-Hoover, AL","479","Nobody Does It Better","16"
"Soulja Boy Tell'em","Emily","F","17","Benson","224.91383","paid","Augusta-Richmond County, GA-SC","522","Crank That (Soulja Boy)","58"
"Chuck Berry","Chloe","F","10","Cuevas","147.06893","paid","San Francisco-Oakland-Hayward, CA","568","Roll Over Beethoven","49"
"Band Of Horses","Chloe","F","11","Cuevas","50.59873","paid","San Francisco-Oakland-Hayward, CA","568","Lamb on the Lam (In the City) (Album)","49"
"Dwight Yoakam","Emily","F","18","Benson","239.3073","paid","Augusta-Richmond County, GA-SC","522","You're The One","58"
"The Format","Rylan","M","43","George","225.802","paid","Birmingham-Hoover, AL","479","Inches And Falling (I Love_ Love) (Live)","16"
"K-OS","Chloe","F","13","Cuevas","189.64853","paid","San Francisco-Oakland-Hayward, CA","568","I Wish I Knew Natalie Portman","49"
"Amy Winehouse","Emily","F","19","Benson","151.562","paid","Augusta-Richmond County, GA-SC","522","Me & Mr Jones","58"
"Harmonia","Chloe","F","14","Cuevas","655.77751","paid","San Francisco-Oakland-Hayward, CA","568","Sehr kosmisch","49"
"Steely Dan","Emily","F","20","Benson","138.84036","paid","Augusta-Richmond County, GA-SC","522","With A Gun","58"
"Katrina & The Waves","Emily","F","21","Benson","199.73179","paid","Augusta-Richmond County, GA-SC","522","The Game Of Love","58"
"The Pussycat Dolls","Emily","F","22","Benson","200.9073","paid","Augusta-Richmond County, GA-SC","522","Love The Way You Love Me","58"
"Decyfer Down","Emily","F","23","Benson","214.17751","paid","Augusta-Richmond County, GA-SC","522","I'll Breathe For You","58"
"Bow Wow & Omarion","Chloe","F","15","Cuevas","284.83873","paid","San Francisco-Oakland-Hayward, CA","568","Girlfriend","49"
"The Velvet Underground / Nico","Emily","F","24","Benson","360.09751","paid","Augusta-Richmond County, GA-SC","522","All Tomorrow's Parties","58"
"The Killers","Ava","F","1","Robinson","225.12281","free","New Haven-Milford, CT","538","A Dustland Fairytale","50"
"Kassav'","Emily","F","25","Benson","446.74567","paid","Augusta-Richmond County, GA-SC","522","Medley Jacob","58"
"The Tragically Hip","Emily","F","26","Benson","226.16771","paid","Augusta-Richmond County, GA-SC","522","Coffee Girl","58"
"Ryan Adams","Jacqueline","F","1","Lynch","145.08363","paid","Atlanta-Sandy Springs-Roswell, GA","559","Everybody Knows","29"
"El Cuarteto De Nos","Emily","F","27","Benson","280.2673","paid","Augusta-Richmond County, GA-SC","522","Hoy Estoy Raro","58"
"Foo Fighters","Jacqueline","F","2","Lynch","316.18567","paid","Atlanta-Sandy Springs-Roswell, GA","559","Over And Out","29"
